Marital status,Application order,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (pass rate),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (pass rate),Curricular units 2nd sem (grade),Target
1,4,1,1,127.0,19,19,127.4,1,0,0,1,0,0,20,0,6,6,1.0,11.166666666666666,6,6,1.0,11.333333333333334,1
1,4,1,1,140.0,19,19,129.5,1,0,0,1,0,0,18,0,8,7,0.875,12.324285714285711,8,7,0.875,12.324285714285711,1
1,1,1,39,130.0,38,38,126.7,0,0,1,1,0,0,21,0,6,6,1.0,12.166666666666666,6,6,1.0,11.714285714285714,1
1,2,1,1,128.0,19,37,116.5,0,0,0,1,0,1,18,0,6,5,0.8333333333333334,11.142857142857142,6,4,0.6666666666666666,11.25,1
1,1,1,1,132.0,34,34,119.1,1,0,0,1,0,0,18,0,6,4,0.6666666666666666,11.0,6,4,0.6666666666666666,10.75,1
1,2,1,1,149.0,19,38,126.5,1,0,0,1,0,0,18,0,8,7,0.875,12.914285714285713,8,7,0.875,12.914285714285713,1
1,4,1,1,155.0,3,19,149.8,1,0,0,1,0,1,18,0,6,6,1.0,13.833333333333334,6,6,1.0,14.166666666666666,1
1,1,1,1,120.0,19,1,115.1,1,0,0,1,0,0,19,0,6,6,1.0,13.857142857142858,6,5,0.8333333333333334,13.4,1
1,1,1,19,133.1,3,19,124.5,0,0,0,1,0,1,36,0,6,6,1.0,13.714285714285714,6,5,0.8333333333333334,12.8,0
1,2,1,1,131.0,38,1,128.3,1,0,0,1,0,1,18,0,8,7,0.875,12.642857142857142,8,7,0.875,12.642857142857142,1
1,1,1,1,149.0,37,37,136.0,0,0,0,1,0,1,18,0,7,6,0.8571428571428571,12.916666666666666,7,6,0.8571428571428571,12.916666666666666,1
1,1,1,1,140.0,1,3,140.0,1,0,0,1,0,1,20,0,6,6,1.0,15.625,6,6,1.0,15.857142857142858,1
1,1,0,1,133.1,37,37,126.3,0,0,0,1,0,1,26,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,122.0,1,1,126.9,0,0,0,1,0,0,21,0,6,6,1.0,11.714285714285714,6,6,1.0,12.0,1
1,1,1,40,130.0,1,1,145.0,0,0,0,1,0,0,25,0,7,6,0.8571428571428571,12.125,8,8,1.0,13.3125,1
1,1,1,1,121.0,19,3,115.8,1,0,0,1,0,1,19,0,5,5,1.0,11.6,5,5,1.0,11.6,1
1,1,0,1,120.0,19,37,100.0,1,0,0,1,0,0,24,0,6,1,0.16666666666666666,10.0,6,0,0.0,0.0,0
1,1,0,1,133.1,1,19,102.5,0,0,0,1,0,1,27,0,6,1,0.16666666666666666,10.0,6,0,0.0,0.0,0
1,1,1,1,121.0,19,37,131.5,0,0,0,1,0,0,21,0,5,0,0.0,0.0,5,2,0.4,13.5,0
1,1,1,1,133.0,38,38,147.0,0,0,0,1,0,1,18,0,5,4,0.8,13.0,5,3,0.6,12.333333333333334,1
2,4,1,1,134.0,37,37,122.5,0,1,0,1,0,1,19,0,6,6,1.0,13.333333333333334,6,6,1.0,14.5,1
1,3,1,1,115.0,1,1,117.5,1,0,0,1,0,0,18,0,6,4,0.6666666666666666,11.25,6,2,0.3333333333333333,12.5,0
1,1,1,1,127.0,19,1,150.0,0,0,0,1,0,1,19,0,7,5,0.7142857142857143,13.85,8,7,0.875,12.19285714285714,1
1,1,1,1,135.0,1,38,127.5,1,0,0,1,0,1,19,0,7,6,0.8571428571428571,13.741666666666667,8,7,0.875,14.9125,1
2,1,0,43,140.0,40,5,140.0,0,0,0,1,0,0,33,0,6,6,1.0,15.333333333333334,5,5,1.0,15.8,1
2,1,1,3,130.0,1,4,130.0,0,0,0,1,0,0,45,0,5,5,1.0,11.0,5,5,1.0,13.8,1
1,1,1,1,135.0,1,1,133.3,0,0,0,1,0,1,20,0,6,6,1.0,12.0,6,6,1.0,12.857142857142858,1
1,2,1,1,140.0,34,34,97.0,1,0,0,1,0,0,28,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,120.0,1,1,112.0,1,0,0,1,0,1,19,0,8,7,0.875,11.571428571428571,8,7,0.875,11.571428571428571,1
1,2,1,1,140.0,1,37,123.6,1,0,0,1,0,0,18,0,6,6,1.0,12.857142857142858,6,3,0.5,12.666666666666666,1
1,1,1,3,133.1,19,19,130.5,0,0,0,1,0,0,38,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,2,1,1,135.0,1,3,133.3,0,0,0,1,0,0,19,0,5,5,1.0,13.0,5,5,1.0,13.2,1
1,1,1,1,123.0,1,37,132.1,0,0,0,1,0,1,21,0,6,5,0.8333333333333334,11.0,6,5,0.8333333333333334,12.0,1
1,1,1,1,133.1,37,1,100.0,0,0,0,1,0,0,21,0,5,3,0.6,12.0,5,1,0.2,15.0,0
1,1,1,1,154.0,38,37,140.4,0,0,0,1,0,1,22,0,6,5,0.8333333333333334,12.6,6,6,1.0,13.0,1
1,1,1,1,148.0,19,19,141.7,0,0,0,1,0,1,18,0,6,5,0.8333333333333334,13.4,6,6,1.0,13.166666666666666,1
1,2,1,1,133.0,37,37,119.7,0,1,0,1,0,1,18,0,6,6,1.0,11.333333333333334,6,6,1.0,11.571428571428571,1
1,1,1,1,126.0,19,1,122.5,1,0,0,0,0,0,25,0,5,4,0.8,13.5,5,4,0.8,14.25,0
1,1,1,19,133.1,19,19,140.0,0,0,1,0,0,0,24,0,6,3,0.5,11.75,6,3,0.5,10.333333333333334,0
1,3,1,1,125.0,3,1,119.4,1,0,0,1,0,0,19,0,7,6,0.8571428571428571,12.471428571428572,7,7,1.0,11.4625,1
1,1,1,1,145.0,3,3,155.0,1,0,0,1,0,0,24,0,17,11,0.6470588235294118,12.909090909090908,13,9,0.6923076923076923,13.555555555555555,1
1,2,1,1,118.0,37,19,119.1,1,0,0,1,0,1,20,0,5,5,1.0,11.6,5,5,1.0,13.6,1
1,1,1,1,120.0,37,1,122.7,0,0,0,0,0,0,25,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,127.0,38,19,117.9,0,0,0,1,0,1,20,0,10,9,0.9,12.9,10,10,1.0,12.363636363636363,1
1,1,1,3,130.0,19,38,130.0,0,0,0,1,0,0,23,0,8,8,1.0,13.22,8,8,1.0,13.22,1
1,3,1,1,129.0,19,37,120.0,1,0,0,1,0,1,19,0,8,7,0.875,13.151428571428571,8,7,0.875,13.151428571428571,1
1,1,1,39,130.0,37,37,130.0,0,0,1,0,0,0,29,0,6,3,0.5,12.75,6,3,0.5,11.333333333333334,0
1,3,1,1,121.0,19,37,116.8,1,0,0,1,0,0,21,0,6,6,1.0,11.333333333333334,6,4,0.6666666666666666,12.25,1
1,1,1,1,136.0,19,1,123.4,1,0,0,1,0,1,18,0,6,6,1.0,13.25,6,5,0.8333333333333334,14.142857142857142,1
1,3,1,1,125.0,19,38,125.4,1,0,0,1,0,0,19,0,6,5,0.8333333333333334,12.4,6,5,0.8333333333333334,12.4,1
1,3,1,1,131.0,38,37,127.2,1,0,0,1,0,1,18,0,6,6,1.0,15.0,6,6,1.0,12.833333333333334,0
1,1,1,1,122.0,9,19,103.4,0,0,0,1,0,0,19,0,5,5,1.0,14.4,5,5,1.0,13.0,1
1,1,1,1,127.0,37,37,123.2,1,0,0,1,0,0,18,0,6,1,0.16666666666666666,11.0,6,0,0.0,0.0,1
1,1,1,1,136.0,1,1,124.1,0,0,0,1,0,0,18,0,5,5,1.0,12.4,5,5,1.0,10.8,1
2,1,1,19,133.1,38,37,99.5,1,0,1,0,0,1,37,0,7,1,0.14285714285714285,16.0,7,0,0.0,0.0,0
1,1,0,40,127.0,37,37,124.9,0,0,0,1,0,0,29,0,5,5,1.0,13.571428571428571,5,5,1.0,12.333333333333334,1
1,3,1,1,116.0,37,37,110.8,0,0,0,1,0,0,18,0,6,6,1.0,11.833333333333334,6,6,1.0,12.5,1
1,1,1,1,121.0,1,1,118.9,1,0,0,1,0,1,19,0,6,5,0.8333333333333334,11.666666666666666,6,5,0.8333333333333334,12.666666666666666,1
1,1,1,1,124.0,1,1,118.8,1,0,1,0,0,0,22,0,10,6,0.6,11.833333333333334,7,2,0.2857142857142857,13.0,0
1,1,1,1,131.0,37,38,137.0,0,0,0,1,0,1,20,0,6,6,1.0,11.166666666666666,6,5,0.8333333333333334,10.6,1
1,1,0,1,100.0,37,37,100.0,0,0,0,1,0,0,34,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,130.0,37,38,120.0,0,0,1,0,0,0,30,0,12,8,0.6666666666666666,11.75,12,6,0.5,12.166666666666666,0
1,1,1,1,135.0,1,1,122.8,0,0,0,1,0,0,18,0,6,6,1.0,14.0,6,6,1.0,14.0,1
1,1,1,1,130.0,38,19,121.6,0,0,0,1,0,0,18,0,6,6,1.0,12.833333333333334,6,6,1.0,12.0,1
1,2,1,1,146.0,3,1,149.2,1,0,0,1,0,0,18,0,6,4,0.6666666666666666,12.25,6,3,0.5,11.666666666666666,1
1,4,1,1,146.0,4,1,140.0,1,0,0,1,0,0,18,0,8,7,0.875,14.828571428571427,8,7,0.875,14.828571428571427,1
1,2,1,1,154.0,38,38,133.4,1,0,0,1,0,1,19,0,6,5,0.8333333333333334,11.4,6,5,0.8333333333333334,12.8,1
1,1,1,1,137.0,37,37,126.2,1,0,0,1,0,1,19,0,6,6,1.0,13.0,6,6,1.0,12.5,1
1,5,1,1,151.0,1,1,127.8,0,0,0,1,0,1,18,0,8,7,0.875,13.671428571428573,8,7,0.875,13.671428571428573,1
1,1,1,39,150.0,37,38,150.0,0,0,0,1,0,1,21,0,6,6,1.0,12.666666666666666,6,5,0.8333333333333334,12.8,1
1,2,1,1,121.0,1,19,113.7,1,0,0,0,0,0,20,0,5,2,0.4,10.0,5,1,0.2,13.0,0
1,1,1,1,122.0,12,19,117.8,1,0,0,1,0,0,20,0,5,5,1.0,13.5,5,5,1.0,12.333333333333334,1
1,1,1,1,143.0,5,1,136.7,0,0,0,1,0,0,19,0,7,7,1.0,12.67,8,8,1.0,13.55,1
1,1,1,1,152.0,1,38,144.7,0,0,0,1,0,0,20,0,6,6,1.0,14.5,6,6,1.0,15.428571428571429,1
1,3,1,1,145.0,12,1,139.8,1,0,0,1,0,0,18,0,7,7,1.0,13.685714285714283,8,8,1.0,15.3875,1
1,1,1,1,120.0,37,38,113.7,0,0,0,1,0,0,20,0,6,5,0.8333333333333334,11.0,6,3,0.5,10.666666666666666,0
2,1,1,3,140.0,5,4,140.0,0,0,1,0,0,0,29,0,9,7,0.7777777777777778,11.555555555555555,7,5,0.7142857142857143,13.2,0
1,1,1,1,143.0,19,19,142.3,0,0,0,1,0,1,18,0,7,7,1.0,13.79714285714286,8,8,1.0,13.775,1
1,1,1,1,129.0,19,19,119.6,1,0,0,1,0,1,20,0,7,7,1.0,14.00375,8,7,0.875,13.812857142857142,1
1,2,1,1,139.0,38,37,123.7,1,0,0,1,0,1,22,0,5,4,0.8,12.0,5,4,0.8,11.4,1
4,1,0,1,133.1,39,19,143.0,1,0,0,1,0,1,47,0,6,5,0.8333333333333334,14.166666666666666,6,6,1.0,14.166666666666666,1
2,1,0,1,127.0,37,37,100.1,0,0,0,1,0,0,31,0,5,5,1.0,14.0,5,5,1.0,13.8,1
1,1,1,1,126.0,19,37,119.4,0,0,0,1,0,1,21,0,6,5,0.8333333333333334,13.8,6,6,1.0,12.833333333333334,1
1,1,0,1,128.0,38,38,122.1,0,0,0,1,0,0,21,0,6,5,0.8333333333333334,12.8,6,6,1.0,11.857142857142858,1
2,1,1,12,100.0,1,1,100.0,0,0,0,1,0,0,24,0,6,6,1.0,12.166666666666666,6,6,1.0,13.833333333333334,1
1,1,1,1,123.0,4,37,113.9,0,0,0,1,0,0,18,0,6,6,1.0,12.5,6,6,1.0,12.333333333333334,1
1,1,0,15,170.0,34,1,101.0,0,0,0,1,0,0,32,0,6,4,0.6666666666666666,12.0,6,4,0.6666666666666666,11.5,1
1,2,0,1,117.0,3,1,111.8,1,0,0,1,0,1,19,0,6,6,1.0,10.833333333333334,6,6,1.0,11.5,1
1,1,1,1,140.0,3,3,140.0,1,0,0,1,0,0,24,0,8,8,1.0,13.385,8,8,1.0,13.385,1
1,4,1,1,123.0,19,19,124.4,1,0,0,1,0,0,19,0,6,6,1.0,15.666666666666666,6,6,1.0,14.5,1
1,1,1,39,150.0,19,37,150.0,0,0,1,1,0,1,19,0,6,6,1.0,14.333333333333334,6,6,1.0,13.833333333333334,1
1,1,1,39,140.0,37,37,140.0,0,0,0,1,0,0,24,0,6,6,1.0,11.428571428571429,6,5,0.8333333333333334,13.0,1
1,4,1,1,123.0,19,19,116.0,1,0,0,1,0,1,18,0,6,6,1.0,11.666666666666666,6,6,1.0,11.666666666666666,1
1,1,1,1,130.0,38,37,135.6,1,0,0,1,0,1,19,0,6,5,0.8333333333333334,12.0,6,2,0.3333333333333333,11.333333333333334,0
2,1,1,1,137.0,3,38,121.0,0,0,0,1,0,1,19,0,8,7,0.875,14.725714285714288,8,7,0.875,14.725714285714288,1
1,2,1,1,126.0,19,38,118.7,1,0,0,1,0,1,18,0,6,6,1.0,14.166666666666666,6,6,1.0,13.666666666666666,1
1,1,1,1,125.0,1,1,125.7,1,0,0,1,0,0,18,0,6,6,1.0,11.571428571428571,6,6,1.0,12.333333333333334,1
1,4,1,1,112.0,1,1,107.1,1,0,0,1,0,0,20,0,7,7,1.0,12.5,8,8,1.0,13.1375,1
1,1,1,1,141.0,19,38,125.5,0,0,0,1,0,0,18,0,8,8,1.0,12.86,8,8,1.0,12.86,1
1,4,1,1,135.0,38,38,127.0,1,0,0,1,0,0,18,0,6,6,1.0,12.25,6,6,1.0,13.714285714285714,1
1,2,1,1,117.0,38,37,113.5,1,0,0,1,0,1,21,0,5,4,0.8,12.0,5,5,1.0,12.2,1
1,1,1,1,160.0,19,19,154.4,0,0,0,1,0,1,18,0,7,7,1.0,15.116666666666667,8,8,1.0,16.168888888888887,1
1,1,1,1,136.0,19,19,122.0,0,0,1,0,0,0,18,0,5,2,0.4,12.5,5,4,0.8,10.25,0
1,2,1,1,143.0,1,11,128.0,1,0,0,1,0,0,19,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,119.0,1,19,115.5,1,0,0,1,0,0,19,0,6,4,0.6666666666666666,11.0,6,4,0.6666666666666666,11.0,1
1,4,1,1,120.0,1,19,117.2,1,0,0,1,0,0,18,0,6,6,1.0,11.875,6,4,0.6666666666666666,14.6,1
1,1,1,3,150.0,3,1,150.0,1,0,0,1,0,0,34,0,5,1,0.2,11.0,5,0,0.0,0.0,0
1,3,1,1,142.0,11,11,155.3,0,0,0,1,0,0,19,0,5,5,1.0,15.2,5,5,1.0,13.2,1
1,1,1,39,120.0,37,37,120.0,1,0,1,0,0,0,19,0,6,5,0.8333333333333334,11.6,6,2,0.3333333333333333,11.0,0
1,1,1,1,160.0,3,19,116.1,0,0,1,1,0,0,26,0,6,6,1.0,14.833333333333334,6,6,1.0,15.142857142857142,1
1,1,1,1,133.1,34,34,118.9,1,0,0,1,0,0,21,0,6,3,0.5,11.333333333333334,6,3,0.5,11.333333333333334,0
1,2,1,1,142.0,19,19,127.3,0,0,0,1,0,1,18,0,5,5,1.0,11.2,5,5,1.0,11.8,1
1,4,1,1,121.0,38,38,113.7,1,0,0,1,0,1,20,0,6,5,0.8333333333333334,13.4,6,5,0.8333333333333334,13.666666666666666,1
1,1,1,1,135.0,1,1,118.5,0,0,0,1,0,0,25,0,5,2,0.4,10.5,5,0,0.0,0.0,0
1,1,1,1,153.0,1,38,146.7,0,0,0,1,0,0,18,0,5,5,1.0,16.2,5,5,1.0,16.4,1
1,1,1,1,140.0,19,19,124.3,1,0,0,1,0,1,18,0,7,7,1.0,14.542857142857144,8,8,1.0,14.88181818181818,1
1,1,1,1,152.0,41,19,137.8,0,0,0,1,0,0,19,0,7,7,1.0,13.694285714285714,8,8,1.0,14.355555555555554,1
1,1,1,1,120.0,19,38,130.2,0,0,0,1,0,1,18,0,6,6,1.0,11.285714285714286,6,6,1.0,11.857142857142858,1
1,1,1,1,160.0,38,38,147.8,0,0,0,1,0,0,20,0,7,6,0.8571428571428571,11.757142857142856,8,6,0.75,13.083333333333334,1
1,1,1,40,150.0,19,19,150.0,0,0,1,0,0,0,26,0,3,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,100.0,37,37,100.0,1,0,0,1,0,1,19,0,8,7,0.875,13.058571428571428,8,7,0.875,13.058571428571428,1
1,1,1,1,150.0,1,1,155.6,0,0,0,1,0,0,19,0,7,7,1.0,14.3,8,8,1.0,14.055555555555555,1
1,4,1,1,124.0,37,37,117.4,0,0,0,1,0,0,19,0,10,5,0.5,11.8,10,8,0.8,12.0,1
1,3,1,1,141.0,1,19,128.8,1,0,0,1,0,0,19,0,5,3,0.6,10.333333333333334,5,3,0.6,13.0,1
1,1,1,1,121.0,19,19,117.5,1,0,0,1,0,0,18,0,6,6,1.0,10.571428571428571,6,3,0.5,11.666666666666666,1
1,1,1,6,134.0,1,37,120.4,1,0,0,1,0,0,19,0,7,6,0.8571428571428571,13.333333333333334,7,6,0.8571428571428571,13.333333333333334,1
1,1,1,1,134.0,1,1,130.9,0,0,1,1,0,0,18,0,6,6,1.0,11.857142857142858,6,5,0.8333333333333334,11.0,1
1,1,1,1,132.0,2,19,125.0,1,0,0,1,0,0,18,0,6,5,0.8333333333333334,12.6,6,5,0.8333333333333334,11.4,1
1,1,1,1,135.0,19,38,136.8,1,0,0,1,0,0,18,0,5,5,1.0,14.0,5,5,1.0,11.6,1
1,1,1,1,123.0,1,38,121.6,1,0,0,1,0,0,18,0,7,5,0.7142857142857143,12.0,7,6,0.8571428571428571,12.666666666666666,1
1,1,1,39,151.0,19,37,151.0,0,0,1,1,0,0,26,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,107.0,38,38,103.5,1,0,0,1,0,0,20,0,6,6,1.0,12.0,6,6,1.0,13.0,1
1,1,0,1,126.0,37,38,119.4,0,0,0,1,0,0,19,0,6,6,1.0,12.666666666666666,6,6,1.0,11.666666666666666,1
1,1,1,1,133.0,34,37,134.4,1,0,0,1,0,1,18,0,6,6,1.0,12.166666666666666,6,6,1.0,13.666666666666666,1
1,1,1,39,140.0,38,37,143.0,0,0,0,1,0,0,19,0,6,6,1.0,13.333333333333334,6,6,1.0,14.666666666666666,1
1,1,1,40,110.0,41,3,110.0,0,0,1,1,0,0,40,0,7,7,1.0,15.0,7,7,1.0,14.571428571428571,1
1,4,1,1,141.0,38,38,132.5,1,0,0,1,0,1,18,0,8,8,1.0,13.39125,8,8,1.0,13.39125,1
1,1,1,1,122.0,3,1,114.7,0,0,0,1,0,0,19,0,6,5,0.8333333333333334,12.166666666666666,6,6,1.0,12.428571428571429,1
1,1,1,1,156.0,2,9,166.9,0,0,0,1,0,0,18,0,5,4,0.8,11.25,5,4,0.8,12.5,1
1,1,1,1,129.0,1,2,125.9,1,0,0,1,0,0,19,0,5,4,0.8,12.0,5,3,0.6,12.0,1
1,1,1,1,188.0,3,3,178.3,1,0,0,1,0,0,18,0,0,0,0.0,0.0,0,0,0.0,0.0,0
2,1,0,1,120.0,37,37,117.0,1,0,0,1,0,0,33,0,6,6,1.0,12.833333333333334,6,6,1.0,12.857142857142858,1
1,1,1,3,130.0,3,3,150.0,0,0,0,1,0,0,35,0,6,6,1.0,14.0,6,6,1.0,13.1,1
1,1,1,1,130.0,37,38,130.0,1,0,0,1,0,0,26,0,5,4,0.8,13.0,5,2,0.4,12.0,1
1,1,1,1,140.0,19,19,135.1,1,0,0,1,0,0,18,0,6,6,1.0,13.5,6,6,1.0,12.5,1
1,1,1,1,110.0,37,37,110.0,0,0,0,1,0,0,36,0,16,13,0.8125,10.692307692307692,13,9,0.6923076923076923,12.307692307692308,1
4,1,0,1,133.1,37,37,136.2,0,0,0,1,0,0,39,0,5,5,1.0,11.0,5,5,1.0,11.666666666666666,1
2,1,1,1,120.0,37,37,116.0,0,0,0,1,0,0,44,0,6,6,1.0,13.0,6,6,1.0,13.833333333333334,1
1,2,0,1,96.0,3,1,100.0,0,0,0,1,0,0,20,0,6,5,0.8333333333333334,12.0,6,4,0.6666666666666666,11.25,1
1,1,1,1,117.0,19,19,116.3,1,0,0,1,0,0,24,0,6,4,0.6666666666666666,12.6,6,4,0.6666666666666666,11.5,0
1,1,1,1,123.0,19,19,134.0,0,0,0,1,0,1,20,0,6,6,1.0,13.666666666666666,6,6,1.0,13.333333333333334,1
1,4,1,1,127.0,1,1,124.2,1,0,0,0,0,0,19,0,0,0,0.0,0.0,0,0,0.0,0.0,0
2,1,1,1,151.0,37,38,134.5,0,0,1,1,0,1,18,0,7,6,0.8571428571428571,14.2,7,6,0.8571428571428571,14.2,1
1,1,1,1,127.0,19,19,120.7,0,0,1,0,0,0,22,0,6,5,0.8333333333333334,11.0,6,0,0.0,0.0,0
1,1,1,1,133.0,19,1,127.1,1,0,0,1,0,0,18,0,6,6,1.0,15.0,6,6,1.0,16.428571428571427,1
1,1,1,19,133.1,38,37,133.0,0,0,0,1,0,0,24,0,7,6,0.8571428571428571,12.585714285714284,8,7,0.875,13.44285714285714,1
1,1,0,1,133.1,37,37,128.2,0,0,0,1,0,0,33,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,133.1,37,37,130.0,0,0,1,1,0,1,30,0,6,0,0.0,0.0,6,0,0.0,0.0,1
1,1,1,43,160.0,3,39,172.0,0,0,0,1,0,0,26,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,4,1,1,140.0,19,38,128.5,1,0,0,1,0,0,18,0,6,6,1.0,11.666666666666666,6,6,1.0,11.833333333333334,1
1,1,1,1,146.0,37,38,128.5,0,0,1,1,0,0,19,0,6,3,0.5,12.666666666666666,6,2,0.3333333333333333,10.0,0
1,4,1,1,112.0,19,38,112.0,1,0,0,1,0,0,20,0,5,3,0.6,10.333333333333334,5,4,0.8,11.0,1
1,1,1,42,140.0,19,37,142.5,1,0,0,1,0,1,22,0,11,8,0.7272727272727273,13.5,9,7,0.7777777777777778,13.714285714285714,1
1,4,1,1,136.0,1,1,133.0,1,0,0,1,0,0,19,0,7,5,0.7142857142857143,13.98,7,5,0.7142857142857143,13.98,1
1,1,1,1,133.1,37,38,106.0,1,0,0,1,0,1,21,0,6,6,1.0,16.153846153846153,6,6,1.0,15.75,1
1,4,1,1,136.0,19,38,125.5,1,0,0,1,0,1,21,0,7,6,0.8571428571428571,14.033333333333331,7,6,0.8571428571428571,14.033333333333331,1
1,1,1,1,134.0,19,37,131.2,0,0,0,1,0,0,19,0,5,1,0.2,11.0,5,5,1.0,11.2,1
1,1,1,1,122.0,38,37,112.9,1,0,0,1,0,1,19,0,7,7,1.0,13.857142857142858,7,6,0.8571428571428571,13.666666666666666,1
1,6,1,1,138.0,19,19,124.8,1,0,0,1,0,0,18,0,8,7,0.875,13.414285714285716,8,7,0.875,13.414285714285716,0
2,1,0,1,160.0,37,39,140.9,0,0,0,1,0,0,50,0,11,11,1.0,13.545454545454543,7,7,1.0,13.571428571428571,1
4,1,0,1,130.0,38,19,148.0,0,0,0,1,0,1,31,0,5,4,0.8,11.25,5,4,0.8,10.833333333333334,1
1,1,1,1,161.0,1,19,148.4,0,0,0,1,0,1,19,0,6,6,1.0,13.833333333333334,6,6,1.0,14.428571428571429,1
4,1,0,1,140.0,1,37,129.7,0,0,0,1,0,0,35,0,5,5,1.0,12.0,5,5,1.0,12.857142857142858,1
2,1,1,19,133.1,38,38,128.2,0,0,0,1,0,0,31,0,6,0,0.0,0.0,6,0,0.0,0.0,0
2,1,0,19,133.1,37,37,104.0,0,0,1,1,0,0,42,0,11,10,0.9090909090909091,11.9,11,10,0.9090909090909091,12.8,1
1,4,1,1,130.0,37,37,119.9,1,0,0,0,0,0,34,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,152.0,1,1,141.0,1,0,0,1,0,1,18,0,7,7,1.0,15.135714285714286,8,8,1.0,15.287499999999998,1
1,1,1,1,125.0,3,3,116.6,1,0,0,0,0,1,18,0,7,7,1.0,12.285714285714286,7,6,0.8571428571428571,13.333333333333334,1
1,1,1,39,140.0,37,38,140.0,1,0,0,1,0,0,21,0,6,5,0.8333333333333334,12.666666666666666,6,2,0.3333333333333333,13.5,1
4,1,1,19,133.1,38,19,140.0,0,0,0,1,0,1,26,0,7,5,0.7142857142857143,12.74,8,6,0.75,10.978571428571428,0
1,1,1,1,170.0,19,37,100.0,0,0,0,1,0,0,20,0,7,6,0.8571428571428571,13.25,8,8,1.0,13.75,1
1,1,1,1,135.0,38,38,121.0,0,0,0,1,0,0,19,0,6,3,0.5,10.333333333333334,6,3,0.5,10.333333333333334,1
1,1,1,1,125.0,19,19,117.0,0,0,0,1,0,1,19,0,6,6,1.0,13.428571428571429,6,6,1.0,13.166666666666666,1
1,1,1,42,140.0,3,4,140.2,0,0,0,1,0,0,20,0,11,9,0.8181818181818182,12.555555555555555,9,8,0.8888888888888888,11.11111111111111,1
1,1,1,1,124.0,34,34,129.3,0,0,0,1,0,0,19,0,6,6,1.0,11.5,6,6,1.0,11.166666666666666,1
1,1,1,1,140.0,37,37,145.3,0,0,0,1,0,0,18,0,6,6,1.0,13.666666666666666,6,6,1.0,12.333333333333334,1
1,1,0,3,130.0,37,37,146.2,0,0,0,1,0,0,28,0,14,11,0.7857142857142857,11.272727272727272,11,10,0.9090909090909091,12.0,1
1,1,1,1,134.0,1,19,122.5,1,0,0,1,0,0,22,0,6,5,0.8333333333333334,13.166666666666666,6,5,0.8333333333333334,12.4,1
1,1,0,39,160.0,37,37,156.1,0,0,0,1,0,1,21,0,6,6,1.0,14.666666666666666,6,6,1.0,14.166666666666666,1
1,1,1,39,140.0,4,38,140.0,1,0,0,1,0,0,21,0,6,4,0.6666666666666666,12.75,6,1,0.16666666666666666,11.0,1
1,1,1,1,150.0,1,19,140.0,0,1,0,1,0,0,26,0,7,5,0.7142857142857143,11.2,8,5,0.625,12.14,1
1,6,1,1,141.0,30,37,128.4,1,0,1,0,0,0,18,0,6,5,0.8333333333333334,13.0,6,5,0.8333333333333334,11.4,0
1,2,1,1,120.0,1,1,115.0,0,0,0,0,0,0,20,0,5,2,0.4,10.5,5,2,0.4,12.333333333333334,0
1,2,1,1,166.0,1,19,158.7,0,0,0,1,0,0,18,0,6,6,1.0,14.857142857142858,6,6,1.0,14.0,1
1,4,1,1,147.0,1,1,124.5,1,0,0,1,0,1,19,0,8,7,0.875,12.86,8,7,0.875,12.86,1
1,1,1,1,121.0,3,19,111.9,1,0,0,1,0,0,20,0,11,11,1.0,11.727272727272728,11,11,1.0,12.0,1
1,1,1,39,150.0,38,37,150.0,1,0,0,1,0,1,22,0,6,6,1.0,13.142857142857142,6,3,0.5,12.0,1
1,1,1,1,124.0,37,19,114.2,1,0,1,1,0,0,18,0,6,5,0.8333333333333334,11.8,6,4,0.6666666666666666,13.714285714285714,0
1,1,1,1,96.0,38,37,96.0,1,0,0,1,0,0,19,0,5,3,0.6,10.666666666666666,5,0,0.0,0.0,0
1,4,1,1,125.0,1,3,128.9,0,0,0,1,0,1,18,0,6,5,0.8333333333333334,11.6,6,4,0.6666666666666666,11.2,1
1,1,1,1,136.0,37,37,121.7,1,0,0,1,0,0,20,0,6,3,0.5,10.333333333333334,6,3,0.5,10.333333333333334,1
1,1,1,1,120.0,38,37,114.8,1,1,0,1,0,0,19,0,6,4,0.6666666666666666,12.25,6,3,0.5,11.0,1
